"uniqueid","p1","p2","p3","p4","p5"
20192217,0.262,0.334,0.082,0.114,0.208
20192216,0.444,0.118,0.006,0.394,0.038
20192215,0.398,0.316,0.036,0.122,0.128
20192214,0.412,0.124,0.008,0.406,0.05
20192213,0.41,0.192,0.006,0.342,0.05
20192212,0.246,0.342,0.114,0.082,0.216
20192211,0.412,0.252,0.016,0.26,0.06
20192210,0.354,0.346,0.068,0.106,0.126
20192209,0.408,0.232,0.018,0.252,0.09
20192208,0.414,0.188,0.006,0.336,0.056
20192207,0.378,0.332,0.044,0.12,0.126
20192206,0.438,0.132,0.008,0.38,0.042
20192205,0.4,0.286,0.022,0.198,0.094
20192204,0.354,0.128,0.016,0.458,0.044
20192203,0.318,0.242,0.072,0.216,0.152
20192202,0.334,0.25,0.06,0.256,0.1
20192201,0.248,0.316,0.126,0.072,0.238
20192200,0.314,0.206,0.026,0.364,0.09
20192199,0.272,0.366,0.108,0.096,0.158
20192198,0.386,0.296,0.056,0.152,0.11
20192197,0.37,0.138,0.01,0.446,0.036
20192196,0.412,0.168,0.004,0.378,0.038
20192195,0.432,0.206,0.004,0.314,0.044
20192194,0.404,0.268,0.014,0.252,0.062
20192193,0.364,0.328,0.044,0.138,0.126
20192192,0.376,0.276,0.026,0.242,0.08
20192191,0.324,0.264,0.08,0.212,0.12
20192190,0.326,0.344,0.058,0.096,0.176
20192189,0.362,0.3,0.036,0.182,0.12
20192188,0.252,0.338,0.11,0.088,0.212
20192187,0.326,0.256,0.054,0.17,0.194
20192186,0.43,0.206,0.014,0.298,0.052
20192185,0.372,0.304,0.072,0.124,0.128
20192184,0.324,0.298,0.056,0.214,0.108
20192183,0.382,0.222,0.042,0.248,0.106
20192182,0.476,0.17,0.018,0.286,0.05
20192181,0.356,0.286,0.024,0.214,0.12
20192180,0.3,0.376,0.076,0.094,0.154
20192179,0.36,0.34,0.032,0.144,0.124
20192178,0.392,0.192,0.01,0.358,0.048
20192177,0.356,0.34,0.028,0.174,0.102
20192176,0.398,0.14,0,0.43,0.032
20192175,0.328,0.366,0.058,0.1,0.148
20192174,0.446,0.178,0.02,0.292,0.064
20192173,0.394,0.23,0.012,0.31,0.054
20192172,0.32,0.366,0.078,0.074,0.162
20192171,0.4,0.27,0.036,0.216,0.078
20192170,0.408,0.28,0.014,0.216,0.082
20192169,0.312,0.292,0.074,0.134,0.188
20192168,0.334,0.342,0.06,0.088,0.176
20192167,0.342,0.308,0.044,0.19,0.116
20192166,0.326,0.378,0.044,0.08,0.172
20192165,0.354,0.282,0.048,0.214,0.102
20192164,0.452,0.19,0.014,0.296,0.048
20192163,0.398,0.274,0.014,0.24,0.074
20192162,0.322,0.364,0.062,0.09,0.162
20192161,0.346,0.194,0.036,0.332,0.092
20192160,0.32,0.388,0.058,0.096,0.138
20192159,0.418,0.23,0.02,0.252,0.08
20192158,0.39,0.136,0.014,0.402,0.058
20192157,0.412,0.164,0.006,0.362,0.056
20192156,0.398,0.282,0.028,0.188,0.104
20192155,0.394,0.198,0.034,0.284,0.09
20192154,0.33,0.294,0.046,0.188,0.142
20192153,0.348,0.35,0.056,0.096,0.15
20192152,0.324,0.328,0.038,0.186,0.124
20192151,0.426,0.154,0.004,0.372,0.044
20192150,0.41,0.112,0.014,0.416,0.048
20192149,0.394,0.19,0.016,0.342,0.058
20192148,0.38,0.214,0.034,0.284,0.088
20192147,0.348,0.348,0.026,0.158,0.12
20192146,0.39,0.264,0.016,0.206,0.124
20192145,0.302,0.298,0.064,0.146,0.19
20192144,0.426,0.228,0.024,0.226,0.096
20192143,0.412,0.188,0.03,0.296,0.074
20192142,0.206,0.364,0.154,0.068,0.208
20192141,0.304,0.308,0.094,0.068,0.226
20192140,0.272,0.362,0.082,0.108,0.176
20192139,0.362,0.126,0.006,0.47,0.036
20192138,0.438,0.176,0.016,0.332,0.038
20192137,0.372,0.258,0.036,0.244,0.09
20192136,0.42,0.27,0.026,0.17,0.114
20192135,0.276,0.39,0.094,0.086,0.154
20192134,0.496,0.17,0.006,0.282,0.046
20192133,0.348,0.292,0.028,0.19,0.142
20192132,0.286,0.322,0.116,0.064,0.212
20192131,0.34,0.304,0.058,0.17,0.128
20192130,0.436,0.168,0.016,0.32,0.06
20192129,0.304,0.312,0.1,0.092,0.192
20192128,0.396,0.148,0.01,0.388,0.058
20192127,0.38,0.202,0.01,0.326,0.082
20192126,0.348,0.33,0.074,0.118,0.13
20192125,0.488,0.18,0.012,0.27,0.05
20192124,0.384,0.246,0.028,0.258,0.084
20192123,0.304,0.222,0.024,0.354,0.096
20192122,0.384,0.31,0.036,0.144,0.126
20192121,0.398,0.22,0.004,0.306,0.072
20192120,0.478,0.136,0.008,0.322,0.056
20192119,0.362,0.222,0.012,0.33,0.074
20192118,0.3,0.348,0.052,0.156,0.144
20192117,0.38,0.156,0.008,0.396,0.06
20192116,0.426,0.228,0.016,0.276,0.054
20192115,0.316,0.334,0.08,0.088,0.182
20192114,0.382,0.16,0.008,0.378,0.072
20192113,0.43,0.168,0.01,0.35,0.042
20192112,0.424,0.276,0.02,0.208,0.072
20192111,0.34,0.3,0.056,0.116,0.188
20192110,0.324,0.256,0.026,0.274,0.12
20192109,0.336,0.294,0.05,0.158,0.162
20192108,0.324,0.384,0.056,0.044,0.192
20192107,0.366,0.28,0.044,0.194,0.116
20192106,0.434,0.19,0.022,0.284,0.07
20192105,0.276,0.27,0.084,0.166,0.204
20192104,0.406,0.166,0.016,0.372,0.04
20192103,0.37,0.154,0.014,0.39,0.072
20192102,0.392,0.1,0.004,0.474,0.03
20192101,0.34,0.366,0.056,0.088,0.15
20192100,0.374,0.242,0.048,0.228,0.108
20192099,0.41,0.202,0.026,0.294,0.068
20192098,0.394,0.21,0.024,0.302,0.07
20192097,0.29,0.238,0.088,0.208,0.176
20192096,0.346,0.314,0.024,0.218,0.098
20192095,0.412,0.24,0.02,0.258,0.07
20192094,0.388,0.178,0.018,0.358,0.058
20192093,0.366,0.26,0.006,0.284,0.084
20192092,0.248,0.388,0.11,0.054,0.2
20192091,0.428,0.162,0.012,0.352,0.046
20192090,0.36,0.322,0.028,0.202,0.088
20192089,0.334,0.372,0.06,0.102,0.132
20192088,0.408,0.314,0.028,0.146,0.104
20192087,0.39,0.282,0.024,0.204,0.1
20192086,0.444,0.196,0.014,0.292,0.054
20192085,0.436,0.258,0.01,0.21,0.086
20192084,0.36,0.272,0.03,0.204,0.134
20192083,0.374,0.246,0.052,0.206,0.122
20192082,0.428,0.236,0.016,0.264,0.056
20192081,0.392,0.276,0.044,0.18,0.108
20192080,0.458,0.288,0.032,0.158,0.064
20192079,0.416,0.182,0.036,0.276,0.09
20192078,0.47,0.18,0.008,0.28,0.062
20192077,0.392,0.344,0.028,0.12,0.116
20192076,0.366,0.368,0.028,0.152,0.086
20192075,0.456,0.242,0.018,0.222,0.062
20192074,0.42,0.114,0.008,0.42,0.038
20192073,0.314,0.358,0.096,0.04,0.192
20192072,0.33,0.308,0.082,0.102,0.178
20192071,0.326,0.356,0.036,0.146,0.136
20192070,0.416,0.196,0.008,0.318,0.062
20192069,0.428,0.19,0.014,0.32,0.048
20192068,0.38,0.27,0.03,0.218,0.102
20192067,0.382,0.262,0.01,0.256,0.09
20192066,0.38,0.224,0.054,0.222,0.12
20192065,0.24,0.336,0.128,0.06,0.236
20192064,0.42,0.246,0.022,0.232,0.08
20192063,0.37,0.32,0.034,0.156,0.12
20192062,0.27,0.352,0.102,0.062,0.214
20192061,0.378,0.184,0.012,0.352,0.074
20192060,0.414,0.24,0.018,0.266,0.062
20192059,0.372,0.284,0.036,0.202,0.106
20192058,0.25,0.342,0.082,0.06,0.266
20192057,0.298,0.354,0.09,0.076,0.182
20192056,0.372,0.27,0.018,0.226,0.114
20192055,0.398,0.166,0.014,0.366,0.056
20192054,0.4,0.22,0.012,0.318,0.05
20192053,0.374,0.304,0.006,0.218,0.098
20192052,0.356,0.284,0.014,0.278,0.068
20192051,0.322,0.342,0.062,0.106,0.168
20192050,0.396,0.192,0.054,0.236,0.122
20192049,0.406,0.148,0.012,0.384,0.05
20192048,0.406,0.322,0.04,0.144,0.088
20192047,0.33,0.34,0.074,0.064,0.192
20192046,0.29,0.362,0.084,0.074,0.19
20192045,0.324,0.312,0.056,0.186,0.122
20192044,0.432,0.216,0.012,0.274,0.066
20192043,0.284,0.374,0.08,0.088,0.174
20192042,0.472,0.206,0.02,0.254,0.048
20192041,0.424,0.252,0.042,0.182,0.1
20192040,0.366,0.252,0.038,0.238,0.106
20192039,0.366,0.252,0.026,0.264,0.092
20192038,0.396,0.172,0.01,0.368,0.054
20192037,0.378,0.112,0.008,0.462,0.04
20192036,0.42,0.22,0.012,0.3,0.048
20192035,0.442,0.198,0.008,0.282,0.07
20192034,0.428,0.234,0.01,0.254,0.074
20192033,0.388,0.306,0.042,0.156,0.108
20192032,0.444,0.182,0.02,0.292,0.062
20192031,0.434,0.162,0.008,0.348,0.048
20192030,0.386,0.28,0.056,0.13,0.148
20192029,0.334,0.282,0.03,0.206,0.148
20192028,0.378,0.254,0.038,0.228,0.102
20192027,0.368,0.322,0.056,0.106,0.148
20192026,0.342,0.332,0.052,0.154,0.12
20192025,0.318,0.306,0.09,0.13,0.156
20192024,0.396,0.222,0.008,0.3,0.074
20192023,0.326,0.324,0.054,0.154,0.142
20192022,0.32,0.316,0.1,0.112,0.152
20192021,0.296,0.29,0.068,0.208,0.138
20192020,0.274,0.312,0.112,0.064,0.238
20192019,0.44,0.318,0.036,0.132,0.074
20192018,0.386,0.158,0.014,0.382,0.06
20192017,0.394,0.24,0.01,0.292,0.064
20192016,0.378,0.19,0.042,0.324,0.066
20192015,0.448,0.274,0.02,0.194,0.064
20192014,0.376,0.344,0.036,0.126,0.118
20192013,0.388,0.294,0.054,0.138,0.126
20192012,0.452,0.176,0.018,0.292,0.062
20192011,0.422,0.224,0.006,0.302,0.046
20192010,0.452,0.186,0.006,0.298,0.058
20192009,0.424,0.216,0.026,0.266,0.068
20192008,0.326,0.326,0.064,0.148,0.136
20192007,0.396,0.308,0.022,0.182,0.092
20192006,0.324,0.376,0.066,0.072,0.162
20192005,0.352,0.334,0.052,0.13,0.132
20192004,0.374,0.266,0.022,0.242,0.096
20192003,0.37,0.222,0.024,0.312,0.072
20192002,0.426,0.14,0.01,0.39,0.034
20192001,0.392,0.258,0.024,0.236,0.09
20192000,0.366,0.196,0.012,0.344,0.082
20191999,0.406,0.316,0.028,0.154,0.096
20191998,0.302,0.358,0.03,0.142,0.168
20191997,0.36,0.372,0.052,0.09,0.126
20191996,0.436,0.188,0.014,0.316,0.046
20191995,0.366,0.17,0.018,0.38,0.066
20191994,0.314,0.356,0.106,0.064,0.16
20191993,0.29,0.382,0.072,0.106,0.15
20191992,0.376,0.28,0.016,0.258,0.07
20191991,0.398,0.224,0.004,0.296,0.078
20191990,0.37,0.174,0.018,0.382,0.056
20191989,0.344,0.31,0.048,0.158,0.14
20191988,0.418,0.206,0.014,0.294,0.068
20191987,0.228,0.372,0.138,0.056,0.206
20191986,0.356,0.344,0.05,0.134,0.116
20191985,0.292,0.316,0.118,0.068,0.206
20191984,0.364,0.242,0.038,0.264,0.092
20191983,0.408,0.324,0.036,0.146,0.086
20191982,0.342,0.266,0.022,0.266,0.104
20191981,0.392,0.17,0.016,0.36,0.062
20191980,0.38,0.158,0.02,0.398,0.044
20191979,0.406,0.15,0.006,0.388,0.05
20191978,0.356,0.22,0.026,0.326,0.072
20191977,0.44,0.264,0.01,0.196,0.09
20191976,0.316,0.362,0.088,0.05,0.184
20191975,0.396,0.222,0.024,0.226,0.132
20191974,0.368,0.354,0.024,0.122,0.132
20191973,0.266,0.274,0.108,0.144,0.208
20191972,0.382,0.24,0.022,0.28,0.076
20191971,0.344,0.174,0.02,0.378,0.084
20191970,0.234,0.302,0.128,0.116,0.22
20191969,0.396,0.276,0.022,0.26,0.046
20191968,0.416,0.252,0.018,0.236,0.078
20191967,0.43,0.192,0.016,0.294,0.068
20191966,0.404,0.16,0.012,0.374,0.05
20191965,0.32,0.346,0.024,0.178,0.132
20191964,0.294,0.352,0.078,0.074,0.202
20191963,0.456,0.27,0.02,0.162,0.092
20191962,0.376,0.164,0.004,0.406,0.05
20191961,0.426,0.196,0.02,0.282,0.076
20191960,0.324,0.292,0.076,0.13,0.178
20191959,0.444,0.312,0.03,0.128,0.086
20191958,0.368,0.288,0.02,0.234,0.09
20191957,0.33,0.332,0.072,0.086,0.18
20191956,0.414,0.314,0.032,0.106,0.134
20191955,0.352,0.312,0.038,0.178,0.12
20191954,0.386,0.22,0.03,0.278,0.086
20191953,0.406,0.14,0.026,0.378,0.05
20191952,0.346,0.386,0.042,0.106,0.12
20191951,0.224,0.304,0.178,0.046,0.248
20191950,0.422,0.176,0.012,0.334,0.056
20191949,0.4,0.32,0.032,0.13,0.118
20191948,0.332,0.388,0.036,0.136,0.108
20191947,0.368,0.25,0.03,0.252,0.1
20191946,0.368,0.284,0.044,0.232,0.072
20191945,0.344,0.346,0.058,0.13,0.122
20191944,0.388,0.238,0.026,0.266,0.082
20191943,0.382,0.236,0.022,0.282,0.078
20191942,0.466,0.166,0.01,0.304,0.054
20191941,0.356,0.26,0.024,0.278,0.082
20191940,0.42,0.282,0.014,0.198,0.086
20191939,0.268,0.37,0.104,0.074,0.184
20191938,0.33,0.272,0.036,0.252,0.11
20191937,0.368,0.19,0.022,0.372,0.048
20191936,0.416,0.192,0.008,0.292,0.092
20191935,0.232,0.362,0.112,0.062,0.232
20191934,0.388,0.214,0.012,0.304,0.082
20191933,0.342,0.342,0.046,0.094,0.176
20191932,0.418,0.186,0.016,0.322,0.058
20191931,0.322,0.302,0.072,0.148,0.156
20191930,0.402,0.24,0.03,0.234,0.094
20191929,0.394,0.242,0.032,0.214,0.118
20191928,0.404,0.224,0.014,0.286,0.072
20191927,0.306,0.386,0.076,0.078,0.154
20191926,0.49,0.156,0.004,0.294,0.056
20191925,0.388,0.298,0.028,0.15,0.136
20191924,0.362,0.172,0.03,0.382,0.054
20191923,0.396,0.164,0.004,0.406,0.03
20191922,0.418,0.274,0.012,0.196,0.1
20191921,0.41,0.228,0.016,0.258,0.088
20191920,0.462,0.176,0.014,0.296,0.052
20191919,0.386,0.21,0.004,0.334,0.066
20191918,0.4,0.242,0.018,0.262,0.078
20191917,0.404,0.202,0.012,0.334,0.048
20191916,0.244,0.346,0.146,0.052,0.212
20191915,0.426,0.14,0.006,0.352,0.076
20191914,0.332,0.362,0.042,0.124,0.14
20191913,0.416,0.262,0.022,0.222,0.078
20191912,0.384,0.316,0.024,0.186,0.09
20191911,0.292,0.34,0.096,0.07,0.202
20191910,0.3,0.336,0.054,0.18,0.13
20191909,0.446,0.184,0.006,0.312,0.052
20191908,0.394,0.296,0.012,0.22,0.078
20191907,0.422,0.182,0.012,0.326,0.058
20191906,0.364,0.324,0.056,0.106,0.15
20191905,0.23,0.37,0.128,0.034,0.238
20191904,0.376,0.324,0.036,0.138,0.126
20191903,0.298,0.374,0.07,0.094,0.164
20191902,0.294,0.27,0.064,0.206,0.166
20191901,0.29,0.346,0.086,0.088,0.19
20191900,0.302,0.354,0.114,0.05,0.18
20191899,0.396,0.304,0.028,0.154,0.118
20191898,0.274,0.31,0.088,0.084,0.244
20191897,0.42,0.26,0.034,0.194,0.092
20191896,0.382,0.156,0.02,0.398,0.044
20191895,0.324,0.31,0.068,0.144,0.154
20191894,0.408,0.164,0.034,0.31,0.084
20191893,0.446,0.232,0.012,0.204,0.106
20191892,0.304,0.342,0.096,0.064,0.194
20191891,0.42,0.27,0.024,0.204,0.082
20191890,0.314,0.292,0.066,0.152,0.176
20191889,0.266,0.294,0.116,0.096,0.228
20191888,0.376,0.344,0.046,0.124,0.11
20191887,0.396,0.29,0.032,0.15,0.132
20191886,0.41,0.178,0.014,0.332,0.066
20191885,0.338,0.354,0.074,0.09,0.144
20191884,0.384,0.284,0.02,0.226,0.086
20191883,0.346,0.318,0.026,0.178,0.132
20191882,0.414,0.214,0.006,0.304,0.062
20191881,0.372,0.222,0.02,0.316,0.07
20191880,0.338,0.338,0.062,0.076,0.186
20191879,0.334,0.314,0.078,0.086,0.188
20191878,0.374,0.354,0.05,0.102,0.12
20191877,0.46,0.19,0.01,0.244,0.096
20191876,0.426,0.204,0.02,0.21,0.14
20191875,0.482,0.21,0.012,0.232,0.064
20191874,0.324,0.338,0.088,0.1,0.15
20191873,0.406,0.244,0.024,0.248,0.078
20191872,0.394,0.256,0.016,0.22,0.114
20191871,0.366,0.304,0.022,0.216,0.092
20191870,0.352,0.324,0.024,0.17,0.13
20191869,0.478,0.206,0.016,0.24,0.06
20191868,0.412,0.218,0.032,0.24,0.098
20191867,0.448,0.182,0.01,0.284,0.076
20191866,0.422,0.17,0.008,0.344,0.056
20191865,0.342,0.302,0.056,0.122,0.178
20191864,0.336,0.288,0.076,0.128,0.172
20191863,0.35,0.166,0.046,0.34,0.098
20191862,0.336,0.202,0.044,0.306,0.112
20191861,0.298,0.344,0.108,0.07,0.18
20191860,0.34,0.31,0.028,0.196,0.126
20191859,0.44,0.146,0.004,0.368,0.042
20191858,0.438,0.192,0.006,0.306,0.058
20191857,0.382,0.27,0.034,0.188,0.126
20191856,0.34,0.16,0.008,0.436,0.056
20191855,0.346,0.352,0.048,0.118,0.136
20191854,0.422,0.148,0.006,0.382,0.042
20191853,0.328,0.364,0.046,0.09,0.172
20191852,0.364,0.346,0.038,0.128,0.124
20191851,0.366,0.314,0.034,0.178,0.108
20191850,0.354,0.282,0.034,0.224,0.106
20191849,0.448,0.152,0.01,0.348,0.042
20191848,0.35,0.204,0.016,0.332,0.098
20191847,0.362,0.306,0.038,0.194,0.1
20191846,0.432,0.224,0.026,0.254,0.064
20191845,0.428,0.222,0.008,0.294,0.048
20191844,0.33,0.344,0.032,0.194,0.1
20191843,0.4,0.324,0.038,0.152,0.086
20191842,0.452,0.186,0.018,0.294,0.05
20191841,0.446,0.236,0.012,0.236,0.07
20191840,0.456,0.176,0.008,0.328,0.032
20191839,0.366,0.226,0.03,0.256,0.122
20191838,0.31,0.358,0.072,0.084,0.176
20191837,0.226,0.34,0.13,0.054,0.25
20191836,0.37,0.254,0.038,0.254,0.084
20191835,0.306,0.306,0.094,0.14,0.154
20191834,0.406,0.188,0.008,0.346,0.052
20191833,0.444,0.172,0.02,0.302,0.062
20191832,0.352,0.306,0.04,0.144,0.158
20191831,0.38,0.24,0.032,0.246,0.102
20191830,0.262,0.336,0.112,0.034,0.256
20191829,0.414,0.296,0.022,0.166,0.102
20191828,0.386,0.282,0.054,0.126,0.152
20191827,0.338,0.266,0.048,0.25,0.098
20191826,0.412,0.322,0.03,0.138,0.098
20191825,0.364,0.358,0.056,0.1,0.122
20191824,0.396,0.264,0.014,0.23,0.096
20191823,0.374,0.286,0.038,0.156,0.146
20191822,0.404,0.248,0.014,0.258,0.076
20191821,0.34,0.318,0.06,0.134,0.148
20191820,0.41,0.282,0.042,0.146,0.12
20191819,0.4,0.29,0.03,0.184,0.096
20191818,0.366,0.272,0.018,0.27,0.074
20191817,0.372,0.24,0.018,0.266,0.104
20191816,0.428,0.18,0.01,0.342,0.04
20191815,0.386,0.232,0.018,0.292,0.072
20191814,0.358,0.308,0.016,0.196,0.122
20191813,0.352,0.348,0.032,0.158,0.11
20191812,0.442,0.212,0.018,0.27,0.058
20191811,0.412,0.248,0.034,0.208,0.098
20191810,0.398,0.246,0.02,0.264,0.072
20191809,0.434,0.232,0.02,0.236,0.078
20191808,0.4,0.276,0.038,0.184,0.102
20191807,0.478,0.164,0.022,0.264,0.072
20191806,0.434,0.178,0.016,0.304,0.068
20191805,0.352,0.348,0.046,0.162,0.092
20191804,0.346,0.318,0.042,0.15,0.144
20191803,0.36,0.25,0.048,0.228,0.114
20191802,0.326,0.348,0.058,0.094,0.174
20191801,0.452,0.154,0.024,0.31,0.06
20191800,0.296,0.322,0.106,0.064,0.212
20191799,0.454,0.258,0.006,0.22,0.062
20191798,0.39,0.208,0.026,0.3,0.076
20191797,0.41,0.326,0.028,0.146,0.09
20191796,0.272,0.348,0.078,0.134,0.168
20191795,0.384,0.192,0.034,0.308,0.082
20191794,0.326,0.318,0.024,0.214,0.118
20191793,0.292,0.264,0.036,0.258,0.15
20191792,0.266,0.364,0.096,0.044,0.23
20191791,0.454,0.166,0.008,0.334,0.038
20191790,0.37,0.28,0.028,0.228,0.094
20191789,0.396,0.244,0.014,0.26,0.086
20191788,0.344,0.346,0.04,0.132,0.138
20191787,0.41,0.214,0.018,0.278,0.08
20191786,0.426,0.286,0.028,0.178,0.082
20191785,0.308,0.364,0.106,0.052,0.17
20191784,0.354,0.278,0.048,0.23,0.09
20191783,0.356,0.292,0.04,0.214,0.098
20191782,0.362,0.25,0.034,0.244,0.11
20191781,0.428,0.128,0.006,0.41,0.028
20191780,0.308,0.332,0.066,0.118,0.176
20191779,0.424,0.274,0.016,0.154,0.132
20191778,0.412,0.27,0.012,0.206,0.1
20191777,0.4,0.14,0.028,0.364,0.068
20191776,0.336,0.2,0.014,0.394,0.056
20191775,0.364,0.334,0.054,0.108,0.14
20191774,0.304,0.354,0.074,0.098,0.17
20191773,0.398,0.308,0.018,0.162,0.114
20191772,0.416,0.27,0.018,0.212,0.084
20191771,0.336,0.26,0.024,0.256,0.124
20191770,0.364,0.148,0.006,0.436,0.046
20191769,0.428,0.302,0.02,0.152,0.098
20191768,0.404,0.23,0.02,0.24,0.106
20191767,0.372,0.214,0.03,0.282,0.102
20191766,0.394,0.236,0.04,0.216,0.114
20191765,0.456,0.24,0.012,0.23,0.062
20191764,0.43,0.246,0.022,0.208,0.094
20191763,0.436,0.116,0.004,0.412,0.032
20191762,0.398,0.3,0.02,0.182,0.1
20191761,0.266,0.404,0.072,0.084,0.174
20191760,0.368,0.17,0.016,0.388,0.058
20191759,0.404,0.182,0.006,0.358,0.05
20191758,0.278,0.356,0.056,0.126,0.184
20191757,0.34,0.334,0.06,0.076,0.19
20191756,0.33,0.194,0.036,0.348,0.092
20191755,0.424,0.186,0.01,0.32,0.06
20191754,0.286,0.358,0.062,0.096,0.198
20191753,0.468,0.164,0.016,0.268,0.084
20191752,0.312,0.366,0.044,0.134,0.144
20191751,0.314,0.344,0.074,0.11,0.158
20191750,0.408,0.212,0.012,0.316,0.052
20191749,0.378,0.3,0.014,0.2,0.108
20191748,0.346,0.2,0.024,0.382,0.048
20191747,0.3,0.362,0.102,0.064,0.172
20191746,0.4,0.3,0.032,0.172,0.096
20191745,0.41,0.186,0.02,0.324,0.06
20191744,0.334,0.344,0.034,0.138,0.15
20191743,0.296,0.334,0.102,0.06,0.208
20191742,0.488,0.262,0.016,0.162,0.072
20191741,0.37,0.268,0.032,0.244,0.086
20191740,0.346,0.254,0.024,0.306,0.07
20191739,0.4,0.188,0.008,0.356,0.048
20191738,0.442,0.18,0.01,0.33,0.038
20191737,0.4,0.238,0.016,0.266,0.08
20191736,0.39,0.156,0.008,0.382,0.064
20191735,0.38,0.342,0.028,0.124,0.126
20191734,0.39,0.234,0.014,0.268,0.094
20191733,0.42,0.144,0.008,0.388,0.04
20191732,0.35,0.31,0.038,0.176,0.126
20191731,0.362,0.246,0.01,0.308,0.074
20191730,0.304,0.378,0.06,0.118,0.14
20191729,0.324,0.296,0.096,0.09,0.194
20191728,0.422,0.266,0.016,0.21,0.086
20191727,0.346,0.36,0.054,0.094,0.146
20191726,0.322,0.15,0.032,0.446,0.05
20191725,0.41,0.242,0.016,0.274,0.058
20191724,0.402,0.214,0.014,0.256,0.114
20191723,0.392,0.122,0.004,0.448,0.034
20191722,0.382,0.302,0.052,0.138,0.126
20191721,0.368,0.238,0.032,0.258,0.104
20191720,0.384,0.222,0.044,0.23,0.12
20191719,0.386,0.208,0.018,0.306,0.082
20191718,0.354,0.248,0.078,0.178,0.142
20191717,0.396,0.248,0.016,0.25,0.09
20191716,0.296,0.306,0.056,0.206,0.136
20191715,0.382,0.262,0.046,0.23,0.08
20191714,0.378,0.178,0.012,0.366,0.066
20191713,0.284,0.334,0.084,0.068,0.23
20191712,0.31,0.334,0.056,0.116,0.184
20191711,0.456,0.254,0.01,0.166,0.114
20191710,0.264,0.36,0.108,0.084,0.184
20191709,0.362,0.2,0.028,0.286,0.124
20191708,0.44,0.248,0.032,0.2,0.08
20191707,0.41,0.294,0.024,0.172,0.1
20191706,0.348,0.318,0.04,0.162,0.132
20191705,0.29,0.316,0.1,0.078,0.216
20191704,0.382,0.268,0.028,0.188,0.134
20191703,0.29,0.284,0.05,0.232,0.144
20191702,0.204,0.318,0.184,0.04,0.254
20191701,0.398,0.274,0.042,0.178,0.108
20191700,0.292,0.29,0.144,0.082,0.192
20191699,0.34,0.362,0.068,0.084,0.146
20191698,0.442,0.206,0.032,0.25,0.07
20191697,0.362,0.212,0.032,0.294,0.1
20191696,0.402,0.204,0.022,0.302,0.07
20191695,0.396,0.228,0.024,0.266,0.086
20191694,0.404,0.182,0.01,0.34,0.064
20191693,0.382,0.17,0.026,0.342,0.08
20191692,0.342,0.278,0.036,0.188,0.156
20191691,0.3,0.328,0.062,0.138,0.172
20191690,0.418,0.234,0.018,0.25,0.08
20191689,0.3,0.356,0.048,0.156,0.14
20191688,0.276,0.334,0.078,0.12,0.192
20191687,0.394,0.258,0.022,0.286,0.04
20191686,0.39,0.188,0.012,0.336,0.074
20191685,0.428,0.174,0.012,0.33,0.056
20191684,0.344,0.366,0.036,0.146,0.108
20191683,0.268,0.332,0.124,0.048,0.228
20191682,0.41,0.204,0.012,0.31,0.064
20191681,0.414,0.26,0.01,0.218,0.098
20191680,0.366,0.29,0.02,0.234,0.09
20191679,0.42,0.208,0.008,0.314,0.05
20191678,0.378,0.262,0.026,0.236,0.098
20191677,0.36,0.358,0.054,0.082,0.146
20191676,0.396,0.2,0.02,0.316,0.068
20191675,0.366,0.222,0.036,0.26,0.116
20191674,0.42,0.164,0.02,0.33,0.066
20191673,0.3,0.344,0.082,0.122,0.152
20191672,0.388,0.258,0.022,0.246,0.086
20191671,0.424,0.246,0.02,0.196,0.114
20191670,0.394,0.276,0.05,0.154,0.126
20191669,0.396,0.306,0.024,0.154,0.12
20191668,0.448,0.284,0.016,0.176,0.076
20191667,0.32,0.25,0.012,0.318,0.1
20191666,0.332,0.326,0.052,0.106,0.184
20191665,0.408,0.204,0.01,0.306,0.072
20191664,0.298,0.306,0.094,0.06,0.242
20191663,0.406,0.308,0.026,0.156,0.104
20191662,0.382,0.322,0.046,0.092,0.158
20191661,0.382,0.204,0.018,0.306,0.09
20191660,0.322,0.38,0.066,0.062,0.17
20191659,0.326,0.3,0.094,0.124,0.156
20191658,0.318,0.352,0.076,0.086,0.168
20191657,0.424,0.234,0.022,0.246,0.074
20191656,0.374,0.32,0.068,0.096,0.142
20191655,0.414,0.196,0.01,0.312,0.068
20191654,0.338,0.234,0.06,0.248,0.12
20191653,0.332,0.348,0.074,0.07,0.176
20191652,0.324,0.298,0.058,0.15,0.17
20191651,0.458,0.206,0.02,0.27,0.046
20191650,0.358,0.258,0.036,0.22,0.128
20191649,0.362,0.158,0.016,0.412,0.052
20191648,0.452,0.228,0.028,0.188,0.104
20191647,0.404,0.196,0.01,0.328,0.062
20191646,0.408,0.286,0.016,0.216,0.074
20191645,0.378,0.268,0.016,0.234,0.104
20191644,0.346,0.248,0.034,0.272,0.1
20191643,0.406,0.298,0.028,0.164,0.104
20191642,0.376,0.154,0.01,0.418,0.042
20191641,0.376,0.318,0.084,0.068,0.154
20191640,0.448,0.254,0.022,0.188,0.088
20191639,0.408,0.246,0.032,0.246,0.068
20191638,0.354,0.25,0.04,0.258,0.098
20191637,0.412,0.282,0.034,0.168,0.104
20191636,0.324,0.346,0.074,0.066,0.19
